,given_name,surname,sex,postcode,phone_number,national_insurance_number,bank_account_number,blood_group,age_grouped,area,weight,SNP3,SNP5,SNP2,n_countries_visited,avg_n_cigret_per_week,height,IP_Address,Diet,SNP4,current_country,SNP1,avg_n_drinks_per_week,Ethnicity,birthdate,education_level,Chip_ID
347,Trevor,Brown,0,E8 N7Q,(07700) 900 377,ZZ 95 99 00 T,60788689,O+,"(50, 55]",Hackney,48.2,0.63273067,0.218548606,0.78956697,20,74.9,1.6,653254,good,0.569027635,United Kingdom,0.719191055,0.5,British,17/01/1983,secondary,4
348,Chloe,Cunningham,1,YO11 OV7,+44(0)7700 900042,ZZ 32 75 99 T,20606442,AB+,"(50, 55]",York,45.6,0.123854264,0.249067434,0.182097596,6,484.4,1.85,629170,good,0.398002913,United Kingdom,0.071572804,8.9,Other White Background,22/11/1967,secondary,5
349,Lynne,Smith,1,SO14 OBN,07700 900 837,ZZ 51 47 54 T,14154353,O-,"(50, 55]",Southampton,47.6,0.954465681,0.281745354,0.313899407,31,421.1,1.93,119047,good,0.596818109,United Kingdom,0.926957877,3.2,Other Asian Background,02/09/2001,phD,4
350,Keith,Mitchell,1,LS1 XVP,7700900539,ZZ204951T,74598849,O+,"(45, 50]",Leeds,54.6,0.358564985,0.30414567,0.359023425,32,206.5,1.77,150739,poor,0.342045587,United Kingdom,0.640580869,1.8,Other Asian Background,09/12/1957,bachelor,5
351,Jayne,Parsons,0,LS3 24I,(07700)900316,ZZ405871T,118419509,O+,"(50, 55]",Leeds,44.2,0.767187797,0.609902585,0.439702947,45,299,1.5,316238,poor,0.681262681,United Kingdom,0.825781718,1.9,White and Asian,19/04/1962,masters,4
352,Gerard,Swift,0,L2 J5Y,+447700 900 080,ZZ 08 08 77 T,74759989,A+,"(55, 60]",Liverpool,87.6,0.51279269,0.200911066,0.269112764,24,238.3,1.59,596251,poor,0.344632269,United Kingdom,0.264088075,1.7,British,16/11/1977,secondary,2
353,Max,Hooper,0,CB1 IRS,(07700)900502,ZZ 20 69 72 T,103073536,B+,"(45, 50]",Cambridge,50.8,0.452518122,0.935764474,0.970834201,30,367.1,1.48,253175,poor,0.664281017,United Kingdom,0.884045516,2.4,Bangladeshi,18/05/1983,bachelor,5
354,Jenna,O'Brien,1,LS1 HG7,07700 900 121,ZZ 48 73 67 T,114839086,A+,"(40, 45]",Leeds,40.2,0.736698889,0.61551804,0.938791631,37,297.3,1.41,882752,poor,0.497231483,United Kingdom,0.654018942,2.4,Other White Background,16/03/1964,other,1
355,Melissa,Cameron,1,SW1 S39,+44(0)7700 900186,ZZ857675T,81231267,A+,"(45, 50]",Richmond upon Thames,76.2,0.157886944,0.962444381,0.821739828,33,194,1.75,626955,poor,0.450992836,United Kingdom,0.568459973,8.7,Other Ethnic Group,05/07/1961,masters,3
356,Marc,Cooper,0,OX3 S98,07700 900560,ZZ 851741 T,60196064,A+,"(45, 50]",Oxford,48.6,0.424409463,0.776718518,0.482989809,8,217.2,1.82,423571,good,0.402405225,United Kingdom,0.452113595,2.7,Pakistanti,15/07/1979,bachelor,1
357,Joanne,Middleton,1,L2 HB3,+44(0)7700 900 032,ZZ 141314 T,66208707,A-,"(50, 55]",Liverpool,70.3,0.787821529,0.092212216,0.948983348,22,33.6,1.71,466032,moderate,0.486769206,United Kingdom,0.291403762,7.6,African,19/03/1972,primary,1
358,Steven,Townsend,0,BS2 AWJ,+44(0)7700 900895,ZZ 889964 T,18696972,O+,"(45, 50]",Bristol,46.2,0.607656384,0.775064751,0.678680202,13,364.5,1.96,805392,poor,0.400910647,United Kingdom,0.25059184,3.7,Other Asian Background,14/12/1987,secondary,5
359,Jamie,Brown,0,NW2 Z9W,(07700)900237,ZZ913183T,61705027,A+,"(50, 55]",Brent,94.2,0.237707535,0.588385638,0.028862124,41,296.4,1.42,360436,good,0.357415922,United Kingdom,0.035968641,9.6,Irish,24/03/1960,bachelor,5
360,Kimberley,Day,1,EH3 7M0,+44(0)7700900221,ZZ 815666 T,112357230,B+,"(40, 45]",Edinburgh,97.9,0.109521263,0.069335941,0.050345314,47,238.3,1.9,558052,moderate,0.108964979,United Kingdom,0.292076255,1.6,Pakistanti,15/09/1999,other,5
361,Jake,Taylor,0,SE1 X0P,+44(0)7700900874,ZZ 162507 T,30691528,B+,"(45, 50]",Lambeth,35.4,0.622455846,0.734241663,0.258804638,17,183.9,1.99,772933,good,0.302837491,United Kingdom,0.53655568,9.7,Pakistanti,05/09/1998,secondary,1
362,Karl,Rowley,0,BT48 31A,+44(0)7700 900 494,ZZ 972746 T,104635038,A-,"(50, 55]",Derry/Londonderry,91.2,0.798292082,0.81272171,0.857230097,4,92.6,1.75,506195,poor,0.455469977,United Kingdom,0.616101603,9.9,White and Asian,15/11/1986,other,3
363,Brett,Gibson,1,CB3 SL4,+44(0)7700900617,ZZ 45 32 27 T,47225408,O+,"(50, 55]",Cambridge,97.6,0.25678866,0.551405871,0.274627467,39,430.1,1.49,348022,moderate,0.765008438,United Kingdom,0.822994693,4.9,African,09/09/1990,bachelor,3
364,Trevor,Randall,1,PH3 NJZ,+44(0)7700900517,ZZ056639T,111573840,O+,"(50, 55]",Perth,82.8,0.605320199,0.125779204,0.499911298,20,181.8,1.84,500630,poor,0.851540025,United Kingdom,0.339566016,1,Chinese,18/07/1962,secondary,2
365,Gail,Singh,1,E3 S1D,07700 900747,ZZ 83 07 93 T,49304165,A+,"(40, 45]",Tower Hamlets,71.9,0.44245387,0.341358886,0.539117473,41,1,1.82,116028,poor,0.461004398,United Kingdom,0.89467107,4.4,Other Ethnic Group,14/10/1965,secondary,2
366,Beverley,Kemp,1,DD3 1AB,7700900721,ZZ 94 57 10 T,114374839,A+,"(45, 50]",Dundee,54.1,0.109970504,0.926268738,0.644467437,26,140.2,1.95,183791,good,0.646585318,United Kingdom,0.28858162,6.5,Irish,05/01/1961,secondary,1
367,Daniel,Walsh,0,S3 NFI,+44(0)7700900423,ZZ 29 49 54 T,64304807,A+,"(50, 55]",Sheffield,48.6,0.244497025,0.230402663,0.19695331,10,279.6,1.81,370036,poor,0.252405297,United Kingdom,0.337267198,3.2,Other Black Background,08/10/1989,bachelor,3
368,Phillip,White,0,NW1 VRF,7700900129,ZZ448885T,63620825,A-,"(45, 50]",Camden,98.7,0.403841037,0.537271245,0.501026439,21,5.1,1.51,899007,good,0.222890064,United Kingdom,0.195503142,1.7,Other Asian Background,30/05/1970,secondary,5
369,John,Hope,0,IV3 D2N,07700 900 318,ZZ 336899 T,112416650,O+,"(45, 50]",Inverness,76.3,0.756783905,0.529096511,0.734889927,26,161.3,1.66,199078,good,0.134686209,United Kingdom,0.383376031,6.1,Caribbean,27/02/1959,bachelor,3
370,Sian,Howell,0,SW12 KT9,07700 900 867,ZZ151525T,23078129,B+,"(40, 45]",Southwark,58.9,0.420515843,0.309028553,0.172242881,20,496.2,1.74,625483,good,0.38439095,United Kingdom,0.957840136,6.3,Indian,08/05/1957,masters,1
371,Geraldine,Kemp,1,N2 TJB,07700 900 925,ZZ497620T,84361516,O+,"(50, 55]",Islington,60.3,0.610973639,0.094445127,0.427665524,16,478.4,1.58,829013,poor,0.715968125,United Kingdom,0.830243591,4.9,Bangladeshi,21/05/1966,other,1
372,Martyn,Smith,0,BN2 E50,+44(0)7700 900 152,ZZ372939T,75646224,O+,"(45, 50]",Brighton,35.5,0.064619777,0.303245742,0.1067841,37,50.5,1.5,287312,poor,0.472068479,United Kingdom,0.102487874,0.3,Other Asian Background,06/09/1983,secondary,3
373,Anna,Chan,0,M3 2IP,+44(0)7700 900 673,ZZ875063T,14829662,O+,"(45, 50]",Manchester,54.9,0.72517241,0.08619124,0.644727983,18,500,1.92,274341,good,0.215082266,United Kingdom,0.890542788,5.6,Other Mixed Background,28/06/1992,bachelor,2
374,Gary,Hargreaves,0,W2 Z42,+44(0)7700 900 115,ZZ 362040 T,81698062,O+,"(45, 50]",City of Westminster,59.3,0.38485733,0.810183708,0.565760215,28,48.1,1.82,382027,poor,0.155728307,United Kingdom,0.486495809,9,British,29/10/1956,secondary,4
375,Michelle,Hunt,0,OX3 KM7,07700 900 056,ZZ 194852 T,10265055,AB-,"(50, 55]",Oxford,71,0.83419104,0.499228889,0.046830666,36,406.1,1.83,270200,poor,0.584749879,United Kingdom,0.896376946,5.5,White and Asian,15/02/2003,masters,1
376,Victor,Bishop,1,NG2 EZL,7700900269,ZZ531165T,81087851,A+,"(50, 55]",Nottingham,40.6,0.334885871,0.52617611,0.279271663,7,470.8,1.68,186583,good,0.5486144,United Kingdom,0.445727918,6.1,African,22/12/1977,secondary,2
377,Chelsea,Ward,0,IV3 DG8,(07700) 900 014,ZZ 99 20 91 T,73043418,A+,"(50, 55]",Inverness,85.8,0.861168483,0.812508814,0.818615369,49,394,1.55,564592,moderate,0.301271145,United Kingdom,0.021874361,8.1,Other Ethnic Group,03/12/1998,secondary,3
378,Garry,Harris,0,N2 EYD,07700 900819,ZZ 50 47 96 T,59074689,O-,"(40, 45]",Islington,54.7,0.806004585,0.598667279,0.762738274,43,10.2,1.85,687937,moderate,0.543134268,United Kingdom,0.245077471,4.2,Other Ethnic Group,14/06/1978,secondary,1
379,Lauren,Davies,0,L2 N0P,07700 900 367,ZZ 24 61 51 T,73250036,A+,"(50, 55]",Liverpool,36.5,0.252350766,0.75237391,0.452114596,16,454.9,1.42,539507,moderate,0.22473376,United Kingdom,0.106924195,4.7,Indian,24/05/2002,secondary,4
380,Jack,Douglas,1,SE10 QG4,07700 900353,ZZ 29 03 20 T,118662466,A+,"(45, 50]",Lewisham,83,0.192723075,0.597973385,0.096276138,48,272,1.91,781979,poor,0.102822289,United Kingdom,0.626248605,1.3,White and Black African,01/04/1992,bachelor,3
381,Patricia,Lewis,0,BT34 JH8,(07700) 900020,ZZ 390685 T,76671803,O+,"(55, 60]",Newry,68.5,0.764212079,0.527935456,0.075409428,11,190.2,1.81,154276,moderate,0.899312596,United Kingdom,0.147902652,7.2,Other White Background,15/02/1964,phD,1
382,Stanley,Dunn,1,E14 9G8,07700 900 307,ZZ 226907 T,113494231,B+,"(50, 55]",Tower Hamlets,56.8,0.765427176,0.977438572,0.679421476,24,150.4,1.8,101627,good,0.657008542,United Kingdom,0.12136053,1.9,White and Black Caribbean,04/02/1970,phD,3
383,Eileen,Turner,0,YO10 T0G,(07700) 900437,ZZ300619T,107859756,O+,"(55, 60]",York,35.2,0.852383285,0.578885242,0.433837972,11,12.6,1.85,136641,good,0.581613717,United Kingdom,0.684672098,6,Other Ethnic Group,05/03/1962,masters,3
384,Gordon,Kelly,1,WC1 38M,07700 900 732,ZZ 82 42 73 T,43595145,O-,"(55, 60]",Camden,94.8,0.928804971,0.178787592,0.939562279,40,147.1,1.56,702969,moderate,0.462141886,United Kingdom,0.837504901,4.1,Other Black Background,07/12/1986,other,2
385,Marian,Lambert,1,SE14 DHM,+44(0)7700 900 914,ZZ055785T,92373596,O+,"(50, 55]",Wandsworth,88.6,0.704316511,0.139916674,0.642827886,14,118.5,1.68,558362,moderate,0.596921863,United Kingdom,0.995122406,4.9,Caribbean,17/02/1999,other,3
386,Chelsea,Harrison,1,G1 HFB,(07700) 900849,ZZ 034941 T,129729411,B+,"(45, 50]",Glasgow,88.1,0.235380846,0.838889087,0.324663405,43,487.9,1.86,401688,poor,0.822211341,United Kingdom,0.324263897,0.1,British,28/03/1978,secondary,5
387,Louis,Fleming,0,OX3 WFL,4.48E+11,ZZ189806T,92236484,O+,"(55, 60]",Oxford,85.3,0.195466157,0.242465081,0.897205357,42,101.5,1.6,341986,poor,0.968288527,United Kingdom,0.219601375,3.8,Caribbean,14/01/1963,bachelor,3
388,Gareth,Daly,1,CF10 YVJ,07700 900850,ZZ550659T,105834689,O+,"(50, 55]",Cardiff,37.4,0.217849328,0.485783795,0.951779201,32,184,1.75,688002,moderate,0.537020275,United Kingdom,0.83676117,2,White and Asian,08/05/1995,secondary,4
389,Stephen,Smith,0,SE1 J1Y,7700900781,ZZ 273726 T,58072378,O+,"(55, 60]",Lambeth,38,0.033076124,0.38525672,0.644828732,25,106.9,1.79,264994,good,0.476062222,United Kingdom,0.755103479,2.4,Caribbean,22/08/2000,masters,1
390,Helen,Benson,1,SE6 TGJ,(07700) 900 183,ZZ 963303 T,62430867,A+,"(45, 50]",Lewisham,95,0.966254802,0.262294477,0.88195326,23,208.2,1.41,131478,good,0.894288569,United Kingdom,0.975405007,6.8,African,21/11/1986,masters,3
391,Lawrence,Collins,0,W8 TBN,+44(0)7700900607,ZZ 570974 T,20786951,A+,"(50, 55]",Greenwich,42.8,0.047143231,0.390966558,0.715260677,24,281,1.83,535132,good,0.993548622,United Kingdom,0.719688109,1.2,African,10/04/1997,secondary,5
392,Joseph,Holland,0,OX1 THD,+44(0)7700 900654,ZZ 27 70 63 T,94614428,O+,"(40, 45]",Oxford,45.3,0.464646498,0.21479647,0.633984502,40,12.3,1.45,278632,good,0.429797934,United Kingdom,0.396371852,8.5,Pakistanti,03/10/1998,secondary,1
393,Donald,Lewis,1,L1 9X8,4.48E+11,ZZ156938T,18810952,A+,"(45, 50]",Liverpool,82.3,0.694192966,0.89691095,0.16964093,8,397.3,1.79,872628,moderate,0.897169369,United Kingdom,0.525342038,1.7,Other White Background,12/10/1997,secondary,4
394,Charles,Johnston,0,W6 6LX,4.48E+11,ZZ 348340 T,95462035,B+,"(50, 55]",Greenwich,55.3,0.012051678,0.889139503,0.679782007,18,348.2,1.57,796823,moderate,0.374507727,United Kingdom,0.407637435,3.4,Bangladeshi,09/02/1989,secondary,5
395,Jodie,Perry,0,DG1 CV5,4.48E+11,ZZ048098T,53078199,A+,"(45, 50]",Dumfries,74.8,0.939867403,0.292287492,0.77222087,40,157,1.46,501126,poor,0.048411094,United Kingdom,0.284734584,6.3,British,25/05/1971,masters,2
396,Joseph,Briggs,1,M1 QY4,+44(0)7700 900 348,ZZ288186T,81934962,O+,"(50, 55]",Manchester,80.3,0.502026504,0.586591326,0.595287773,32,385.7,1.94,468502,poor,0.249644665,United Kingdom,0.063592516,9.6,Pakistanti,07/01/1971,secondary,2
397,Margaret,Walsh,1,SW18 O95,(07700)900934,ZZ 882683 T,89635593,O+,"(50, 55]",Wandsworth,88.6,0.610872118,0.529565448,0.063843567,10,188.7,1.8,366109,moderate,0.087785353,United Kingdom,0.042054028,1.4,Other Asian Background,27/10/1996,phD,3
398,Dorothy,Ellis,0,E3 AML,(07700) 900 591,ZZ391882T,121592141,AB+,"(40, 45]",Tower Hamlets,51.3,0.059737521,0.65878771,0.160894354,32,8.6,1.87,720454,poor,0.849370096,United Kingdom,0.737121666,0.2,White and Asian,07/12/1991,bachelor,2
399,Frederick,Jenkins,0,DG3 2IO,+44(0)7700 900959,ZZ289393T,103544586,A-,"(50, 55]",Dumfries,50.6,0.198373496,0.562500056,0.217758015,23,481.5,1.6,729294,good,0.593362274,United Kingdom,0.332946393,1.2,Other Mixed Background,18/10/1959,other,4
400,Max,Ellis,1,S1 D7F,+44(0)7700900500,ZZ 64 55 15 T,31598361,A-,"(40, 45]",Sheffield,88.2,0.843078041,0.382354224,0.285807907,34,389.7,1.83,244983,poor,0.517649853,United Kingdom,0.911441229,4.1,Indian,23/09/1970,secondary,1
401,Grace,Campbell,0,SW2 V52,+447700 900 876,ZZ 216272 T,44622020,A-,"(45, 50]",Lambeth,41.1,0.589025582,0.048654834,0.451164991,3,100.4,1.63,635173,good,0.643091771,United Kingdom,0.982917274,2.4,Other Mixed Background,20/06/1990,secondary,5
402,Darren,Dixon,1,NW1 HVU,07700 900 468,ZZ 101448 T,61832165,A+,"(45, 50]",Camden,38.4,0.665033513,0.017417641,0.578855957,7,415.2,1.81,196493,moderate,0.999023942,United Kingdom,0.389660321,1.1,Caribbean,05/10/1966,secondary,1
403,Katie,Jones,0,SW4 Q2M,(07700) 900495,ZZ838823T,60301804,O+,"(45, 50]",Kensington and Chelsea,77.6,0.539547976,0.084591114,0.57945918,12,76.1,1.4,359777,moderate,0.886167908,United Kingdom,0.40240515,7,Indian,11/12/1994,bachelor,2
404,Martyn,Green,0,E3 4DP,4.48E+11,ZZ 07 91 19 T,37290100,A+,"(45, 50]",Tower Hamlets,54.7,0.171101422,0.403825106,0.789456065,49,180.3,1.81,252333,moderate,0.127033615,United Kingdom,0.891635534,1,Caribbean,26/06/1982,masters,3
405,Gemma,Price,0,YO11 TD8,(07700) 900142,ZZ874312T,111448674,O-,"(40, 45]",York,57.5,0.486875893,0.150324981,0.767084493,18,388.9,1.9,178485,moderate,0.086728141,United Kingdom,0.64174218,7.8,Other Mixed Background,21/09/1967,secondary,5
406,Andrea,Allen,1,NW2 A6B,07700 900403,ZZ 827383 T,112877082,O+,"(45, 50]",Brent,93.4,0.025808819,0.843651964,0.915788273,16,268,1.65,123929,moderate,0.536519118,United Kingdom,0.319517351,4,African,17/03/1993,other,4
407,Robert,Fox,1,SW2 NVT,4.48E+11,ZZ 64 48 49 T,36819058,B+,"(50, 55]",Lambeth,67.8,0.291416263,0.973916389,0.190606141,49,389.7,1.52,805117,moderate,0.55148842,United Kingdom,0.51366826,4.9,Irish,16/10/1981,masters,4
408,Denis,Roberts,1,SW1 JTG,(07700)900159,ZZ 905168 T,90628175,A+,"(55, 60]",Richmond upon Thames,35.1,0.69341299,0.930361572,0.187709396,3,235.3,1.9,584106,poor,0.532338586,United Kingdom,0.033028936,7.7,Bangladeshi,18/05/1970,other,3
409,Danielle,Shaw,1,EX1 EIK,4.48E+11,ZZ 301767 T,94942200,A+,"(45, 50]",Exeter,40.5,0.285017282,0.909249581,0.771736565,42,313.3,1.45,457785,moderate,0.813398428,United Kingdom,0.898539742,2.2,White and Black African,05/02/1998,other,4
410,Joanne,Faulkner,1,M2 YC7,07700 900 768,ZZ 63 12 60 T,76211137,O+,"(45, 50]",Manchester,96.8,0.771999648,0.056671134,0.696375388,22,72.7,2,871577,good,0.385796449,United Kingdom,0.991246801,4.6,White and Black African,20/02/1972,bachelor,5
411,Stanley,Wells,1,M2 6TR,+447700 900 065,ZZ189276T,36623752,O+,"(55, 60]",Manchester,37.8,0.081736957,0.436545901,0.027074456,31,316.3,1.6,164115,moderate,0.771580886,United Kingdom,0.576509953,6.9,British,10/01/1963,bachelor,4
412,Kate,Knight,0,NW11 JZR,+44(0)7700 900645,ZZ 542819 T,99165464,O-,"(45, 50]",Hammersmith and Fulham,69.7,0.00483721,0.154868726,0.654013465,17,200.7,1.85,334099,poor,0.155956849,United Kingdom,0.752574282,4.8,White and Black African,28/05/1984,secondary,4
413,Harriet,Richards,1,NG1 MGA,7700900576,ZZ 272685 T,61025532,B+,"(50, 55]",Nottingham,60.4,0.48437569,0.854650853,0.528973639,9,113.7,1.46,305354,moderate,0.083488045,United Kingdom,0.269910352,2.5,White and Black Caribbean,10/12/1975,secondary,1
414,Carol,Stevens,0,PH2 17L,07700 900 955,ZZ 89 96 65 T,32758540,B+,"(45, 50]",Perth,43,0.512153766,0.693546423,0.364532714,35,81.6,1.76,157094,good,0.398055038,United Kingdom,0.806460949,0.6,Bangladeshi,15/09/1963,secondary,3
415,Simon,Matthews,1,BS3 I5Q,(07700) 900 730,ZZ287389T,45058842,O+,"(45, 50]",Bristol,86.6,0.335459077,0.433727175,0.657925783,41,196.9,1.6,102244,good,0.128720496,United Kingdom,0.753087083,0.3,Irish,11/11/1958,primary,1
416,Stacey,Gardner,1,TW9 LC5,+44(0)7700900427,ZZ645127T,115821763,A+,"(50, 55]",Brent,53,0.810679794,0.651743734,0.748033208,42,445.3,1.48,772907,poor,0.266677311,United Kingdom,0.821014727,6,Other Black Background,09/03/1992,secondary,5
417,Marcus,Arnold,0,LS3 94Y,+447700 900251,ZZ 383100 T,114651002,A+,"(55, 60]",Leeds,93.8,0.018761006,0.931315552,0.137683124,42,476.2,1.6,606687,moderate,0.431328286,United Kingdom,0.03179212,10,Pakistanti,05/01/1960,secondary,5
418,Amy,Morris,1,W2 JQD,(07700) 900750,ZZ 877049 T,114758293,A-,"(45, 50]",City of Westminster,90.2,0.635533396,0.549652267,0.752393586,34,98.8,1.94,515783,moderate,0.631563779,United Kingdom,0.236839437,2.9,Other Black Background,23/07/1983,secondary,3
419,Samuel,McCarthy,1,BT36 5GW,+44(0)7700900365,ZZ 99 98 47 T,27539538,O+,"(40, 45]",Newry,69.8,0.956780036,0.607668173,0.111795407,12,138,1.66,436692,good,0.299165182,United Kingdom,0.231489943,5.5,Bangladeshi,25/05/1996,secondary,5
420,Timothy,Poole,0,SW1 MWC,+447700 900 258,ZZ423170T,128149296,O+,"(45, 50]",Richmond upon Thames,74.7,0.263099426,0.878712758,0.765882446,31,478.3,1.47,658062,moderate,0.846008669,United Kingdom,0.16141312,2.7,Other Asian Background,17/06/1990,secondary,4
421,Robin,Morris,0,E3 FDZ,(07700) 900743,ZZ 851919 T,14900523,B+,"(50, 55]",Tower Hamlets,87.3,0.201194577,0.165021199,0.478103854,42,376.3,1.55,431529,good,0.819765516,United Kingdom,0.505773881,0.4,White and Asian,11/09/1980,secondary,5
422,Dennis,Gibbons,0,SO15 GMS,+44(0)7700900782,ZZ443600T,91042284,A+,"(45, 50]",Southampton,49.7,0.796427284,0.534768706,0.702531278,5,402.9,2,351817,moderate,0.291072172,United Kingdom,0.442601803,1.6,Caribbean,02/10/2003,primary,2
423,Sophie,Brown,0,SW2 YVI,(07700)900901,ZZ 048469 T,67400724,A-,"(50, 55]",Lambeth,99.7,0.858075274,0.191526447,0.701816684,13,331.2,1.81,837926,good,0.224939749,United Kingdom,0.531836739,8.1,White and Black African,26/07/2000,secondary,2
424,Annette,Walker,1,BS2 FXM,(07700) 900 562,ZZ510064T,91525002,A+,"(40, 45]",Bristol,64.1,0.484494626,0.941604615,0.649728499,15,270,1.63,504063,moderate,0.572783304,United Kingdom,0.302289724,7,Other Asian Background,17/10/1958,bachelor,3
425,James,Moore,0,L3 WYG,07700 900416,ZZ260969T,44585772,B+,"(45, 50]",Liverpool,62.3,0.354051441,0.89893593,0.104733508,7,262.6,1.79,383808,moderate,0.043986534,United Kingdom,0.598820158,6.6,Other Asian Background,28/07/2002,secondary,2
426,Emily,Baker,0,E8 9KN,+447700 900764,ZZ 80 17 58 T,64868644,O-,"(45, 50]",Hackney,72.8,0.72286942,0.76976614,0.749922476,44,198.5,1.84,169557,good,0.543845623,United Kingdom,0.300203213,3,Chinese,29/05/1984,secondary,2
427,Marie,Coates,1,G1 U9O,07700 900431,ZZ184250T,20739568,O-,"(50, 55]",Glasgow,38.7,0.451099548,0.110755325,0.676164364,26,390.8,1.73,795249,moderate,0.979033074,United Kingdom,0.829857828,1.2,White and Asian,10/09/1989,secondary,5
428,Elliot,Shaw,1,N22 7GH,(07700) 900124,ZZ 68 25 87 T,12767302,O+,"(45, 50]",Haringey,67,0.347376384,0.750895683,0.332154375,26,207.8,1.43,572534,moderate,0.310186472,United Kingdom,0.105165288,8.8,Chinese,04/11/1994,other,5
429,Yvonne,Thompson,0,FK7 EYD,07700 900863,ZZ 81 09 85 T,69412082,A+,"(50, 55]",Stirling,40.3,0.091399732,0.794261592,0.024893956,10,270.4,1.59,638213,moderate,0.203998732,United Kingdom,0.84363878,7.6,Caribbean,24/09/1978,masters,5
430,Gareth,King,1,LL13 Z80,+44(0)7700 900 521,ZZ997214T,108287408,O+,"(55, 60]",Wrexham,49.2,0.885817104,0.703310314,0.57074365,32,124,1.54,215719,poor,0.944965131,United Kingdom,0.9444382,8.1,White and Black African,05/06/1969,secondary,3
431,Georgia,Evans,1,CB3 EGS,(07700) 900 272,ZZ 752152 T,55116554,A+,"(50, 55]",Cambridge,67.3,0.525824877,0.158118584,0.88354956,24,305.8,1.86,481643,poor,0.846645972,United Kingdom,0.284489911,8.6,Bangladeshi,17/09/1958,bachelor,5
432,Joshua,Young,1,BN3 FN5,+447700 900961,ZZ 98 46 22 T,18221101,A+,"(45, 50]",Brighton,39.1,0.066817253,0.136603467,0.151742728,15,337.8,1.66,171459,poor,0.013048501,United Kingdom,0.806604072,6,Indian,28/05/1995,secondary,4
433,Tina,Fleming,0,EX2 Q7N,(07700) 900099,ZZ 07 88 89 T,108665952,A+,"(50, 55]",Exeter,53.2,0.084198998,0.993817376,0.594125449,18,173.8,1.74,720159,poor,0.403444659,United Kingdom,0.537406799,1.2,Other Black Background,21/12/1997,secondary,2
434,Graeme,Taylor,0,SW7 U7L,+44(0)7700900215,ZZ919729T,100456004,O+,"(50, 55]",Kensington and Chelsea,85,0.72356789,0.015672586,0.963697183,23,301.5,1.45,502346,good,0.979928499,United Kingdom,0.836073622,6.7,Caribbean,13/05/1963,secondary,1
435,Jacob,Fox,1,FK8 V0Q,+44(0)7700 900 365,ZZ 96 19 74 T,31756556,O+,"(45, 50]",Stirling,43.4,0.87563779,0.263267281,0.123442675,9,373.7,1.8,275628,good,0.367490957,United Kingdom,0.493728099,2.7,Other Mixed Background,09/01/1993,secondary,2
436,Gerard,Lucas,1,N1 WPR,+44(0)7700 900 627,ZZ603205T,59843328,A+,"(55, 60]",Hackney,67,0.503824204,0.653800523,0.611131065,36,166.9,1.71,381692,poor,0.932485938,United Kingdom,0.455497488,1.1,African,08/05/1961,secondary,5
437,Robert,Hussain,1,PO2 K7C,4.48E+11,ZZ 395597 T,34959208,A+,"(50, 55]",Portsmouth,59.5,0.482756898,0.644324486,0.24382698,43,161,1.42,231113,poor,0.063701226,United Kingdom,0.579602591,0.9,British,18/12/1973,other,3
438,Glen,Evans,0,NE3 81J,(07700)900884,ZZ 423477 T,88158301,O+,"(55, 60]",Newcastle upon Tyne,63,0.897346128,0.093433943,0.47629353,22,58.6,1.86,483197,moderate,0.986399552,United Kingdom,0.769867768,0.4,White and Black African,13/09/1983,bachelor,4
439,Kimberley,Marsh,1,N1 H5S,07700 900540,ZZ 69 30 91 T,50155248,A+,"(40, 45]",Islington,66.8,0.882751376,0.143718887,0.950722762,9,76.3,1.82,805226,poor,0.272606889,United Kingdom,0.168476914,3.2,White and Asian,28/10/1973,secondary,1
